"Step","resilient-blaze-9 - step_crash","resilient-blaze-9 - step_crash__MIN","resilient-blaze-9 - step_crash__MAX"
"19452","0","0","0"
"19454","0","0","0"
"19460","0","0","0"
"19462","0","0","0"
"19468","0","0","0"
"19472","0","0","0"
"19474","0","0","0"
"19478","1","1","1"
"19480","0","0","0"
"19484","0","0","0"
"19490","0","0","0"
"19502","0","0","0"
"19504","0","0","0"
"19508","0","0","0"
"19510","0","0","0"
"19512","0","0","0"
"19516","0","0","0"
"19518","0","0","0"
"19522","0","0","0"
"19524","0","0","0"
"19526","0","0","0"
"19530","0","0","0"
"19532","0","0","0"
"19534","0","0","0"
"19536","0","0","0"
"19538","0","0","0"
"19550","0","0","0"
"19552","0","0","0"
"19556","0","0","0"
"19562","0","0","0"
"19576","0","0","0"
"19584","0","0","0"
"19586","0","0","0"
"19588","0","0","0"
"19590","0","0","0"
"19594","1","1","1"
"19604","0","0","0"
"19608","1","1","1"
"19616","0","0","0"
"19624","0","0","0"
"19628","0","0","0"
"19630","0","0","0"
"19642","0","0","0"
"19644","0","0","0"
"19648","0","0","0"
"19650","0","0","0"
"19652","0","0","0"
"19654","0","0","0"
"19662","0","0","0"
"19668","0","0","0"
"19672","0","0","0"
"19674","0","0","0"
"19676","0","0","0"
"19680","0","0","0"
"19684","0","0","0"
"19686","0","0","0"
"19688","0","0","0"
"19696","0","0","0"
"19698","1","1","1"
"19706","0","0","0"
"19710","0","0","0"
"19716","0","0","0"
"19722","0","0","0"
"19726","0","0","0"
"19728","0","0","0"
"19734","0","0","0"
"19738","0","0","0"
"19742","0","0","0"
"19744","0","0","0"
"19748","0","0","0"
"19750","0","0","0"
"19768","0","0","0"
"19770","0","0","0"
"19772","0","0","0"
"19778","0","0","0"
"19780","0","0","0"
"19784","0","0","0"
"19788","0","0","0"
"19792","0","0","0"
"19800","0","0","0"
"19802","0","0","0"
"19806","0","0","0"
"19810","0","0","0"
"19812","0","0","0"
"19814","0","0","0"
"19820","0","0","0"
"19824","0","0","0"
"19826","0","0","0"
"19834","0","0","0"
"19838","0","0","0"
"19842","0","0","0"
"19844","0","0","0"
"19846","0","0","0"
"19848","0","0","0"
"19856","1","1","1"
"19858","0","0","0"
"19860","0","0","0"
"19868","0","0","0"
"19870","0","0","0"
"19874","0","0","0"
"19882","0","0","0"
"19884","0","0","0"
"19888","0","0","0"
"19890","0","0","0"
"19894","0","0","0"
"19896","0","0","0"
"19906","0","0","0"
"19908","0","0","0"
"19910","0","0","0"
"19912","0","0","0"
"19916","0","0","0"
"19918","0","0","0"
"19922","0","0","0"
"19926","0","0","0"
"19928","0","0","0"
"19930","0","0","0"
"19932","0","0","0"
"19934","0","0","0"
"19936","0","0","0"
"19940","0","0","0"
"19944","0","0","0"
"19946","0","0","0"
"19948","0","0","0"
"19964","0","0","0"
"19966","0","0","0"
"19970","0","0","0"
"19974","0","0","0"
"19982","0","0","0"
"19996","0","0","0"
"19998","0","0","0"
"20002","0","0","0"
"20008","0","0","0"
"20014","0","0","0"
"20016","0","0","0"
"20020","0","0","0"
"20022","0","0","0"
"20024","0","0","0"
"20026","1","1","1"
"20028","0","0","0"
"20032","0","0","0"
"20034","0","0","0"
"20038","0","0","0"
"20042","0","0","0"
"20044","0","0","0"
"20046","0","0","0"
"20048","0","0","0"
"20050","1","1","1"
"20054","0","0","0"
"20056","0","0","0"
"20062","0","0","0"
"20064","0","0","0"
"20066","0","0","0"
"20068","0","0","0"
"20070","0","0","0"
"20074","0","0","0"
"20080","0","0","0"
"20082","0","0","0"
"20084","0","0","0"
"20088","0","0","0"
"20090","0","0","0"
"20102","0","0","0"
"20108","0","0","0"
"20112","0","0","0"
"20120","0","0","0"
"20132","0","0","0"
"20138","0","0","0"
"20140","0","0","0"
"20142","0","0","0"
"20144","0","0","0"
"20148","0","0","0"
"20150","0","0","0"
"20152","0","0","0"
"20158","0","0","0"
"20162","0","0","0"
"20172","0","0","0"
"20176","0","0","0"
"20178","0","0","0"
"20180","0","0","0"
"20186","0","0","0"
"20190","0","0","0"
"20192","0","0","0"
"20194","0","0","0"
"20196","0","0","0"
"20200","0","0","0"
"20202","0","0","0"
"20204","0","0","0"
"20208","0","0","0"
"20214","0","0","0"
"20216","0","0","0"
"20218","0","0","0"
"20232","0","0","0"
"20240","0","0","0"
"20254","0","0","0"
"20256","0","0","0"
"20262","0","0","0"
"20266","1","1","1"
"20270","0","0","0"
"20276","0","0","0"
"20280","0","0","0"
"20282","2","2","2"
"20284","0","0","0"
"20290","0","0","0"
"20296","0","0","0"
"20298","0","0","0"
"20302","0","0","0"
"20312","0","0","0"
"20318","0","0","0"
"20322","0","0","0"
"20324","0","0","0"
"20328","0","0","0"
"20330","0","0","0"
"20334","1","1","1"
"20336","0","0","0"
"20338","0","0","0"
"20354","0","0","0"
"20358","0","0","0"
"20360","0","0","0"
"20366","0","0","0"
"20370","0","0","0"
"20372","0","0","0"
"20374","0","0","0"
"20378","0","0","0"
"20380","0","0","0"
"20382","0","0","0"
"20384","0","0","0"
"20392","0","0","0"
"20394","0","0","0"
"20396","0","0","0"
"20402","0","0","0"
"20404","0","0","0"
"20406","0","0","0"
"20410","0","0","0"
"20412","0","0","0"
"20414","0","0","0"
"20416","0","0","0"
"20420","0","0","0"
"20442","0","0","0"
"20450","0","0","0"
"20458","0","0","0"
"20460","0","0","0"
"20464","0","0","0"
"20466","0","0","0"
"20472","0","0","0"
"20474","0","0","0"
"20484","0","0","0"
"20486","0","0","0"
"20492","0","0","0"
"20496","0","0","0"
"20498","0","0","0"
"20506","0","0","0"
"20514","0","0","0"
"20516","0","0","0"
"20518","0","0","0"
"20520","0","0","0"
"20522","0","0","0"
"20524","0","0","0"
"20526","0","0","0"
"20534","1","1","1"
"20536","0","0","0"
"20538","0","0","0"
"20540","0","0","0"
"20546","0","0","0"
"20550","0","0","0"
"20554","0","0","0"
"20556","0","0","0"
"20574","0","0","0"
"20576","0","0","0"
"20578","0","0","0"
"20580","0","0","0"
"20584","0","0","0"
"20590","0","0","0"
"20592","0","0","0"
"20596","0","0","0"
"20598","0","0","0"
"20612","0","0","0"
"20618","0","0","0"
"20622","0","0","0"
"20624","0","0","0"
"20626","0","0","0"
"20632","0","0","0"
"20634","0","0","0"
"20638","0","0","0"
"20644","0","0","0"
"20650","0","0","0"
"20652","0","0","0"
"20654","0","0","0"
"20658","0","0","0"
"20662","0","0","0"
"20664","0","0","0"
"20666","0","0","0"
"20670","0","0","0"
"20672","0","0","0"
"20674","0","0","0"
"20676","0","0","0"
"20678","0","0","0"
"20680","0","0","0"
"20684","0","0","0"
"20686","1","1","1"
"20688","0","0","0"
"20694","0","0","0"
"20698","1","1","1"
"20704","0","0","0"
"20708","0","0","0"
"20710","0","0","0"
"20714","0","0","0"
"20728","0","0","0"
"20730","0","0","0"
"20732","0","0","0"
"20734","0","0","0"
"20738","0","0","0"
"20742","0","0","0"
"20746","0","0","0"
"20748","1","1","1"
"20752","0","0","0"
"20756","0","0","0"
"20758","0","0","0"
"20760","0","0","0"
"20762","0","0","0"
"20766","0","0","0"
"20772","1","1","1"
"20774","0","0","0"
"20786","0","0","0"
"20788","0","0","0"
"20794","1","1","1"
"20800","0","0","0"
"20802","0","0","0"
"20804","0","0","0"
"20806","0","0","0"
"20808","1","1","1"
"20810","0","0","0"
"20814","0","0","0"
"20816","0","0","0"
"20820","0","0","0"
"20824","0","0","0"
"20826","0","0","0"
"20828","0","0","0"
"20830","0","0","0"
"20832","0","0","0"
"20836","0","0","0"
"20838","0","0","0"
"20840","0","0","0"
"20842","0","0","0"
"20848","0","0","0"
"20850","0","0","0"
"20852","0","0","0"
"20860","0","0","0"
"20862","0","0","0"
"20866","0","0","0"
"20868","0","0","0"
"20870","0","0","0"
"20872","0","0","0"
"20878","1","1","1"
"20882","0","0","0"
"20900","0","0","0"
"20906","0","0","0"
"20914","0","0","0"
"20918","0","0","0"
"20922","0","0","0"
"20924","0","0","0"
"20926","0","0","0"
"20928","1","1","1"
"20936","0","0","0"
"20948","0","0","0"
"20950","0","0","0"
"20952","1","1","1"
"20954","0","0","0"
"20958","0","0","0"
"20962","0","0","0"
"20964","0","0","0"
"20966","0","0","0"
"20968","0","0","0"
"20970","0","0","0"
"20974","0","0","0"
"20976","0","0","0"
"20978","0","0","0"
"20982","0","0","0"
"20990","0","0","0"
"20994","1","1","1"
"20998","0","0","0"
"21000","0","0","0"
"21004","0","0","0"
"21006","0","0","0"
"21010","0","0","0"
"21016","0","0","0"
"21020","0","0","0"
"21024","0","0","0"
"21026","0","0","0"
"21030","0","0","0"
"21034","0","0","0"
"21038","0","0","0"
"21042","0","0","0"
"21044","0","0","0"
"21046","0","0","0"
"21048","0","0","0"
"21050","1","1","1"
"21060","0","0","0"
"21066","0","0","0"
"21070","0","0","0"
"21072","0","0","0"
"21074","0","0","0"
"21076","0","0","0"
"21080","0","0","0"
"21084","0","0","0"
"21088","0","0","0"
"21090","0","0","0"
"21092","0","0","0"
"21112","0","0","0"
"21118","0","0","0"
"21120","0","0","0"
"21122","0","0","0"
"21132","0","0","0"
"21134","0","0","0"
"21138","0","0","0"
"21140","0","0","0"
"21142","0","0","0"
"21144","1","1","1"
"21146","0","0","0"
"21148","0","0","0"
"21154","0","0","0"
"21156","0","0","0"
"21158","0","0","0"
"21160","0","0","0"
"21164","0","0","0"
"21170","0","0","0"
"21172","0","0","0"
"21176","0","0","0"
"21178","0","0","0"
"21180","0","0","0"
"21182","0","0","0"
"21186","0","0","0"
"21188","0","0","0"
"21190","0","0","0"
"21196","0","0","0"
"21198","0","0","0"
"21200","0","0","0"
"21202","0","0","0"
"21206","0","0","0"
"21208","0","0","0"
"21210","0","0","0"
"21218","0","0","0"
"21220","1","1","1"
"21224","0","0","0"
"21226","0","0","0"
"21230","0","0","0"
"21232","0","0","0"
"21238","0","0","0"
"21242","0","0","0"
"21244","0","0","0"
"21248","0","0","0"
"21250","1","1","1"
"21256","0","0","0"
"21266","0","0","0"
"21272","0","0","0"
"21288","0","0","0"
"21292","0","0","0"
"21294","0","0","0"
"21296","0","0","0"
"21300","0","0","0"
"21308","0","0","0"
"21316","0","0","0"
"21322","0","0","0"
"21324","0","0","0"
"21328","0","0","0"
"21330","0","0","0"
"21332","1","1","1"
"21336","0","0","0"
"21346","0","0","0"
"21348","0","0","0"
"21350","0","0","0"
"21352","0","0","0"
"21356","0","0","0"
"21366","0","0","0"
"21372","0","0","0"
"21374","0","0","0"
"21378","0","0","0"
"21380","0","0","0"
"21384","0","0","0"
"21386","0","0","0"
"21388","0","0","0"
"21394","0","0","0"
"21400","0","0","0"
"21402","0","0","0"
"21410","0","0","0"
"21414","0","0","0"
"21416","0","0","0"
"21422","1","1","1"
"21424","0","0","0"
"21426","0","0","0"
"21428","0","0","0"
"21430","0","0","0"
"21432","0","0","0"
"21434","0","0","0"
"21436","0","0","0"
"21448","0","0","0"
"21450","0","0","0"
"21452","0","0","0"
"21464","0","0","0"
"21466","0","0","0"
"21468","0","0","0"
"21470","0","0","0"
"21472","0","0","0"
"21478","0","0","0"
"21484","0","0","0"
"21486","0","0","0"
"21488","0","0","0"
"21490","0","0","0"
"21492","0","0","0"
"21494","0","0","0"
"21498","0","0","0"
"21506","0","0","0"
"21508","0","0","0"
"21512","0","0","0"
"21514","0","0","0"
"21522","0","0","0"
"21534","0","0","0"
"21538","0","0","0"
"21558","0","0","0"
"21560","0","0","0"
"21562","0","0","0"
"21570","0","0","0"
"21576","0","0","0"
"21580","0","0","0"
"21582","0","0","0"
"21584","0","0","0"
"21594","0","0","0"
"21598","0","0","0"
"21602","0","0","0"
"21604","0","0","0"
"21606","0","0","0"
"21608","0","0","0"
"21610","0","0","0"
"21612","0","0","0"
"21620","0","0","0"
"21626","1","1","1"
"21628","0","0","0"
"21630","0","0","0"
"21634","0","0","0"
"21638","0","0","0"
"21650","0","0","0"
"21652","0","0","0"
"21654","0","0","0"
"21656","0","0","0"
"21658","0","0","0"
"21660","0","0","0"
"21664","0","0","0"
"21666","0","0","0"
"21668","2","2","2"
"21672","1","1","1"
"21674","0","0","0"
"21676","0","0","0"
"21684","0","0","0"
"21686","0","0","0"
"21688","0","0","0"
"21690","0","0","0"
"21692","0","0","0"
"21694","0","0","0"
"21696","0","0","0"
"21698","0","0","0"
"21704","0","0","0"
"21710","0","0","0"
"21712","0","0","0"
"21716","0","0","0"
"21720","0","0","0"
"21726","0","0","0"
"21728","0","0","0"
"21736","0","0","0"
"21738","0","0","0"
"21740","0","0","0"
"21744","0","0","0"
"21746","0","0","0"
"21750","0","0","0"
"21754","0","0","0"
"21760","0","0","0"
"21764","0","0","0"
"21770","0","0","0"
"21776","0","0","0"
"21778","0","0","0"
"21780","1","1","1"
"21784","0","0","0"
"21786","1","1","1"
"21788","0","0","0"
"21790","0","0","0"
"21792","0","0","0"
"21794","0","0","0"
"21796","0","0","0"
"21806","0","0","0"
"21810","0","0","0"
"21814","0","0","0"
"21818","0","0","0"
"21822","0","0","0"
"21824","1","1","1"
"21828","0","0","0"
"21836","0","0","0"
"21840","0","0","0"
"21844","0","0","0"
"21846","0","0","0"
"21848","0","0","0"
"21852","0","0","0"
"21860","0","0","0"
"21864","0","0","0"
"21866","0","0","0"
"21868","0","0","0"
"21870","0","0","0"
"21878","0","0","0"
"21880","0","0","0"
"21882","0","0","0"
"21888","0","0","0"
"21892","0","0","0"
"21900","0","0","0"
"21904","0","0","0"
"21916","1","1","1"
"21918","0","0","0"
"21920","0","0","0"
"21926","0","0","0"
"21928","0","0","0"
"21930","0","0","0"
"21938","0","0","0"
"21940","0","0","0"
"21942","0","0","0"
"21944","0","0","0"
"21948","0","0","0"
"21952","1","1","1"
"21954","0","0","0"
"21956","0","0","0"
"21958","0","0","0"
"21962","0","0","0"
"21964","0","0","0"
"21966","0","0","0"
"21974","0","0","0"
"21976","1","1","1"
"21986","0","0","0"
"21992","0","0","0"
"21994","0","0","0"
"21996","0","0","0"
"22004","0","0","0"
"22006","0","0","0"
"22012","0","0","0"
"22016","1","1","1"
"22018","0","0","0"
"22022","0","0","0"
"22026","0","0","0"
"22034","0","0","0"
"22036","0","0","0"
"22038","0","0","0"
"22040","0","0","0"
"22042","0","0","0"
"22044","0","0","0"
"22046","0","0","0"
"22048","0","0","0"
"22050","0","0","0"
"22058","0","0","0"
"22064","0","0","0"
"22068","0","0","0"
"22070","1","1","1"
"22072","0","0","0"
"22076","0","0","0"
"22080","0","0","0"
"22090","0","0","0"
"22092","0","0","0"
"22096","0","0","0"
"22098","0","0","0"
"22100","0","0","0"
"22104","0","0","0"
"22108","0","0","0"
"22110","0","0","0"
"22114","0","0","0"
"22118","0","0","0"
"22120","0","0","0"
"22126","0","0","0"
"22132","2","2","2"
"22142","0","0","0"
"22144","0","0","0"
"22148","0","0","0"
"22154","0","0","0"
"22158","0","0","0"
"22164","0","0","0"
"22166","0","0","0"
"22178","0","0","0"
"22180","0","0","0"
"22184","0","0","0"
"22188","0","0","0"
"22190","0","0","0"
"22192","0","0","0"
"22194","0","0","0"
"22206","0","0","0"
"22216","2","2","2"
"22218","0","0","0"
"22220","1","1","1"
"22226","0","0","0"
"22232","0","0","0"
"22236","0","0","0"
"22242","0","0","0"
"22246","1","1","1"
"22248","0","0","0"
"22250","0","0","0"
"22254","0","0","0"
"22256","0","0","0"
"22258","0","0","0"
"22264","0","0","0"
"22266","0","0","0"
"22268","0","0","0"
"22272","0","0","0"
"22276","0","0","0"
"22278","0","0","0"
"22280","0","0","0"
"22284","0","0","0"
"22286","1","1","1"
"22288","0","0","0"
"22296","0","0","0"
"22298","0","0","0"
"22306","0","0","0"
"22310","0","0","0"
"22316","0","0","0"
"22320","0","0","0"
"22322","0","0","0"
"22324","0","0","0"
"22328","0","0","0"
"22330","0","0","0"
"22336","0","0","0"
"22338","0","0","0"
"22342","0","0","0"
"22348","0","0","0"
"22352","0","0","0"
"22354","0","0","0"
"22368","0","0","0"
"22370","0","0","0"
"22374","0","0","0"
"22378","0","0","0"
"22382","1","1","1"
"22384","0","0","0"
"22386","0","0","0"
"22390","0","0","0"
"22392","0","0","0"
"22394","0","0","0"
"22396","0","0","0"
"22402","1","1","1"
"22406","0","0","0"
"22410","0","0","0"
"22412","0","0","0"
"22416","0","0","0"
"22422","0","0","0"
"22426","1","1","1"
"22432","0","0","0"
"22440","0","0","0"
"22444","0","0","0"
"22446","0","0","0"
"22452","0","0","0"
"22454","0","0","0"
"22456","1","1","1"
"22458","0","0","0"
"22460","0","0","0"
"22464","1","1","1"
"22466","0","0","0"
"22468","0","0","0"
"22470","0","0","0"
"22476","0","0","0"
"22478","0","0","0"
"22480","0","0","0"
"22482","0","0","0"
"22486","0","0","0"
"22488","0","0","0"
"22492","0","0","0"
"22494","0","0","0"
"22496","0","0","0"
"22498","0","0","0"
"22504","0","0","0"
"22510","0","0","0"
"22514","0","0","0"
"22518","1","1","1"
"22522","0","0","0"
"22530","0","0","0"
"22532","0","0","0"
"22534","0","0","0"
"22538","0","0","0"
"22542","0","0","0"
"22544","0","0","0"
"22546","0","0","0"
"22550","0","0","0"
"22562","0","0","0"
"22564","0","0","0"
"22568","0","0","0"
"22572","0","0","0"
"22574","0","0","0"
"22578","0","0","0"
"22580","0","0","0"
"22582","0","0","0"
"22584","0","0","0"
"22586","0","0","0"
"22590","0","0","0"
"22592","0","0","0"
"22594","0","0","0"
"22600","0","0","0"
"22606","0","0","0"
"22612","0","0","0"
"22622","0","0","0"
"22636","0","0","0"
"22638","1","1","1"
"22642","0","0","0"
"22644","0","0","0"
"22648","0","0","0"
"22652","0","0","0"
"22658","0","0","0"
"22664","0","0","0"
"22668","0","0","0"
"22670","0","0","0"
"22672","1","1","1"
"22674","0","0","0"
"22686","0","0","0"
"22688","0","0","0"
"22694","0","0","0"
"22698","0","0","0"
"22700","0","0","0"
"22706","0","0","0"
"22714","0","0","0"
"22716","0","0","0"
"22720","1","1","1"
"22722","0","0","0"
"22724","0","0","0"
"22726","0","0","0"
"22728","0","0","0"
"22738","0","0","0"
"22754","0","0","0"
"22756","0","0","0"
"22760","0","0","0"
"22762","0","0","0"
"22766","0","0","0"
"22768","0","0","0"
"22774","0","0","0"
"22778","0","0","0"
"22782","0","0","0"
"22786","0","0","0"
"22798","0","0","0"
"22800","0","0","0"
"22802","0","0","0"
"22806","0","0","0"
"22812","0","0","0"
"22814","0","0","0"
"22816","0","0","0"
"22820","0","0","0"
"22822","0","0","0"
"22830","0","0","0"
"22832","0","0","0"
"22834","0","0","0"
"22836","0","0","0"
"22840","1","1","1"
"22844","0","0","0"
"22846","0","0","0"
"22850","0","0","0"
"22852","0","0","0"
"22856","0","0","0"
"22858","0","0","0"
"22866","0","0","0"
"22878","0","0","0"
"22894","0","0","0"
"22896","0","0","0"
"22900","0","0","0"
"22902","0","0","0"
"22904","0","0","0"
"22906","0","0","0"
"22908","0","0","0"
"22910","0","0","0"
"22916","1","1","1"
"22918","0","0","0"
"22922","0","0","0"
"22924","0","0","0"
"22928","0","0","0"
"22930","0","0","0"
"22932","0","0","0"
"22934","0","0","0"
"22952","0","0","0"
"22956","0","0","0"
"22960","0","0","0"
"22962","0","0","0"
"22966","0","0","0"
"22968","0","0","0"
"22972","0","0","0"
"22974","0","0","0"
"22976","0","0","0"
"22978","0","0","0"
"22980","0","0","0"
"22984","0","0","0"
"22988","0","0","0"
"22994","0","0","0"
"23004","1","1","1"
"23006","0","0","0"
"23008","0","0","0"
"23014","0","0","0"
"23016","0","0","0"
"23018","0","0","0"
"23020","0","0","0"
"23022","0","0","0"
"23024","0","0","0"
"23030","0","0","0"
"23032","0","0","0"
"23036","0","0","0"
"23038","0","0","0"
"23040","0","0","0"
"23042","0","0","0"
"23048","0","0","0"
"23056","0","0","0"
"23058","0","0","0"
"23060","1","1","1"
"23066","0","0","0"
"23068","0","0","0"
"23070","1","1","1"
"23072","0","0","0"
"23074","0","0","0"
"23080","0","0","0"
"23084","0","0","0"
"23090","0","0","0"
"23092","0","0","0"
"23094","0","0","0"
"23096","0","0","0"
"23098","0","0","0"
"23104","0","0","0"
"23108","0","0","0"
"23114","2","2","2"
"23118","1","1","1"
"23126","1","1","1"
"23138","0","0","0"
"23140","0","0","0"
"23142","0","0","0"
"23150","0","0","0"
"23156","0","0","0"
"23158","0","0","0"
"23162","0","0","0"
"23164","0","0","0"
"23166","0","0","0"
"23168","0","0","0"
"23170","0","0","0"
"23174","0","0","0"
"23178","2","2","2"
"23182","0","0","0"
"23186","0","0","0"
"23188","0","0","0"
"23190","0","0","0"
"23192","0","0","0"
"23194","0","0","0"
"23196","1","1","1"
"23200","0","0","0"
"23220","0","0","0"
"23226","0","0","0"
"23228","1","1","1"
"23230","0","0","0"
"23232","0","0","0"
"23236","0","0","0"
"23240","0","0","0"
"23248","0","0","0"
"23252","0","0","0"
"23254","0","0","0"
"23256","0","0","0"
"23262","0","0","0"
"23264","0","0","0"
"23268","0","0","0"
"23274","0","0","0"
"23278","1","1","1"
"23286","0","0","0"
"23288","0","0","0"
"23292","0","0","0"
"23306","0","0","0"
"23310","0","0","0"
"23312","0","0","0"
"23318","0","0","0"
"23324","0","0","0"
"23326","0","0","0"
"23332","0","0","0"
"23334","0","0","0"
"23336","0","0","0"
"23338","0","0","0"
"23342","0","0","0"
"23346","0","0","0"
"23348","0","0","0"
"23350","0","0","0"
"23352","0","0","0"
"23354","0","0","0"
"23356","0","0","0"
"23358","0","0","0"
"23362","0","0","0"
"23364","0","0","0"
"23366","0","0","0"
"23372","0","0","0"
"23374","0","0","0"
"23380","1","1","1"
"23384","0","0","0"
"23386","0","0","0"
"23390","0","0","0"
"23392","0","0","0"
"23394","0","0","0"
"23400","0","0","0"
"23402","0","0","0"
"23404","0","0","0"
"23406","0","0","0"
"23408","1","1","1"
"23416","0","0","0"
"23418","0","0","0"
"23420","0","0","0"
"23426","0","0","0"
"23432","0","0","0"
"23434","0","0","0"
"23436","0","0","0"
"23438","0","0","0"
"23440","0","0","0"
"23442","0","0","0"
"23446","0","0","0"
"23448","0","0","0"
"23454","0","0","0"
"23456","0","0","0"
"23458","0","0","0"
"23460","0","0","0"
"23462","0","0","0"
"23464","0","0","0"
"23466","0","0","0"
"23470","0","0","0"
"23476","0","0","0"
"23480","0","0","0"
"23482","0","0","0"
"23484","0","0","0"
"23492","1","1","1"
"23494","0","0","0"
"23496","0","0","0"
"23498","0","0","0"
"23500","0","0","0"
"23504","0","0","0"
"23506","0","0","0"
"23508","0","0","0"
"23512","0","0","0"
"23514","0","0","0"
"23516","0","0","0"
"23518","0","0","0"
"23524","0","0","0"
"23538","0","0","0"
"23544","0","0","0"
"23550","0","0","0"
"23556","0","0","0"
"23560","0","0","0"
"23562","0","0","0"
"23576","0","0","0"
"23584","0","0","0"
"23586","0","0","0"
"23588","0","0","0"
"23596","0","0","0"
"23598","0","0","0"
"23600","0","0","0"
"23602","0","0","0"
"23604","0","0","0"
"23606","0","0","0"
"23608","0","0","0"
"23610","0","0","0"
"23612","0","0","0"
"23614","0","0","0"
"23616","0","0","0"
"23618","0","0","0"
"23620","0","0","0"
"23622","0","0","0"
"23624","0","0","0"
"23628","0","0","0"
"23632","0","0","0"
"23634","0","0","0"
"23636","0","0","0"
"23640","0","0","0"
"23644","0","0","0"
"23646","0","0","0"
"23648","0","0","0"
"23650","0","0","0"
"23656","0","0","0"
"23662","0","0","0"
"23666","0","0","0"
"23668","0","0","0"
"23670","0","0","0"
"23672","0","0","0"
"23680","0","0","0"
"23682","0","0","0"
"23684","0","0","0"
"23688","0","0","0"
"23690","1","1","1"
"23692","0","0","0"
"23694","0","0","0"
"23696","0","0","0"
"23698","0","0","0"
"23702","0","0","0"
"23710","0","0","0"
"23714","0","0","0"
"23716","0","0","0"
"23720","0","0","0"
"23724","0","0","0"
"23726","0","0","0"
"23728","0","0","0"
"23732","0","0","0"
"23734","0","0","0"
"23738","0","0","0"
"23740","0","0","0"
"23744","0","0","0"
"23746","0","0","0"
"23748","1","1","1"
"23752","0","0","0"
"23754","0","0","0"
"23758","0","0","0"
"23764","0","0","0"
"23770","0","0","0"
"23774","0","0","0"
"23778","0","0","0"
"23780","0","0","0"
"23782","0","0","0"
"23786","0","0","0"
"23790","0","0","0"
"23808","0","0","0"
"23810","0","0","0"
"23812","0","0","0"
"23818","0","0","0"
"23820","1","1","1"
"23822","1","1","1"
"23826","0","0","0"
"23828","0","0","0"
"23834","0","0","0"
"23836","0","0","0"
"23842","0","0","0"
"23846","1","1","1"
"23848","0","0","0"
"23852","0","0","0"
"23854","1","1","1"
"23856","0","0","0"
"23870","0","0","0"
"23876","0","0","0"
"23878","0","0","0"
"23880","0","0","0"
"23886","0","0","0"
"23892","0","0","0"
"23898","0","0","0"
"23900","0","0","0"
"23902","0","0","0"
"23906","0","0","0"
"23910","1","1","1"
"23916","0","0","0"
"23918","0","0","0"
"23920","0","0","0"
"23922","0","0","0"
"23924","1","1","1"
"23928","0","0","0"
"23930","0","0","0"
"23932","0","0","0"
"23936","1","1","1"
"23940","0","0","0"
"23954","0","0","0"
"23962","0","0","0"
"23966","0","0","0"
"23968","0","0","0"
"23970","0","0","0"
"23974","0","0","0"
"23976","0","0","0"
"23978","0","0","0"
"23980","0","0","0"
"23982","0","0","0"
"23986","0","0","0"
"23992","0","0","0"
"23994","0","0","0"
"24000","0","0","0"
"24002","0","0","0"
"24004","0","0","0"
"24010","0","0","0"
"24012","0","0","0"
"24014","0","0","0"
"24018","0","0","0"
"24020","0","0","0"
"24022","1","1","1"
"24024","0","0","0"
"24026","0","0","0"
"24030","0","0","0"
"24032","1","1","1"
"24036","0","0","0"
"24044","0","0","0"
"24046","1","1","1"
"24054","0","0","0"
"24056","0","0","0"
"24058","0","0","0"
"24062","0","0","0"
"24064","0","0","0"
"24072","0","0","0"
"24076","0","0","0"
"24078","0","0","0"
"24084","0","0","0"
"24092","0","0","0"
"24094","0","0","0"
"24098","0","0","0"
"24100","0","0","0"
"24106","0","0","0"
"24110","0","0","0"
"24114","0","0","0"
"24116","0","0","0"
"24120","0","0","0"
"24124","0","0","0"
"24126","0","0","0"
"24130","0","0","0"
"24146","0","0","0"
"24148","0","0","0"
"24150","0","0","0"
"24152","0","0","0"
"24156","0","0","0"
"24160","0","0","0"
"24170","0","0","0"
"24188","0","0","0"
"24190","0","0","0"
"24196","0","0","0"
"24200","0","0","0"
"24204","0","0","0"
"24220","0","0","0"
"24224","0","0","0"
"24226","0","0","0"
"24230","0","0","0"
"24236","0","0","0"
"24238","0","0","0"
"24240","0","0","0"
"24242","0","0","0"
"24246","0","0","0"
"24248","0","0","0"
"24252","0","0","0"
"24254","0","0","0"
"24256","0","0","0"
"24258","0","0","0"
"24262","0","0","0"
"24266","0","0","0"
"24268","0","0","0"
"24270","0","0","0"
"24272","1","1","1"
"24274","0","0","0"
"24280","0","0","0"
"24282","0","0","0"
"24284","0","0","0"
"24286","0","0","0"
"24288","0","0","0"
"24292","0","0","0"
"24294","0","0","0"
"24304","0","0","0"
"24306","0","0","0"
"24308","1","1","1"
"24314","0","0","0"
"24316","0","0","0"
"24324","0","0","0"
"24326","0","0","0"
"24328","0","0","0"
"24330","0","0","0"
"24332","0","0","0"
"24334","0","0","0"
"24338","0","0","0"
"24340","0","0","0"
"24342","0","0","0"
"24344","0","0","0"
"24358","0","0","0"
"24360","0","0","0"
"24362","0","0","0"
"24364","0","0","0"
"24366","0","0","0"
"24368","0","0","0"
"24370","0","0","0"
"24374","0","0","0"
"24376","0","0","0"
"24384","0","0","0"
"24386","0","0","0"
"24394","1","1","1"
"24398","0","0","0"
"24400","1","1","1"
"24404","0","0","0"
"24406","0","0","0"
"24408","0","0","0"
"24410","0","0","0"
"24414","0","0","0"
"24416","0","0","0"
"24424","0","0","0"
